week,state,count
2016-06-20,Connecticut,0
2016-06-27,Connecticut,0
2016-07-04,Connecticut,0
2016-07-11,Connecticut,0
2016-07-18,Connecticut,0
2016-07-25,Connecticut,0
2016-08-01,Connecticut,0
2016-08-08,Connecticut,0
2016-08-15,Connecticut,0
2016-08-22,Connecticut,0
2016-08-29,Connecticut,0
2016-09-05,Connecticut,0
2016-09-12,Connecticut,0
2016-09-19,Connecticut,0
2016-09-26,Connecticut,0
2016-10-03,Connecticut,0
2016-10-10,Connecticut,0
2016-10-17,Connecticut,0
2016-10-24,Connecticut,0
2016-10-31,Connecticut,1
2016-11-07,Connecticut,2
2016-11-14,Connecticut,1
2016-11-21,Connecticut,0
2016-11-28,Connecticut,3
2016-12-05,Connecticut,4
2016-12-12,Connecticut,4
2016-12-19,Connecticut,0
2016-12-26,Connecticut,4
2017-01-02,Connecticut,5
2017-01-09,Connecticut,1
2017-01-16,Connecticut,0
2017-01-23,Connecticut,0
2017-01-30,Connecticut,4
2017-02-06,Connecticut,3
2017-02-13,Connecticut,1
2017-02-20,Connecticut,1
2017-02-27,Connecticut,2
2017-03-06,Connecticut,5
2017-03-13,Connecticut,1
2017-03-20,Connecticut,1
2017-03-27,Connecticut,0
2017-04-03,Connecticut,0
2017-04-10,Connecticut,0
2017-04-17,Connecticut,0
2017-04-24,Connecticut,0
2017-05-01,Connecticut,0
2017-05-08,Connecticut,0
2017-05-15,Connecticut,0
2017-05-22,Connecticut,0
2017-05-29,Connecticut,0
2017-06-05,Connecticut,0
2017-06-12,Connecticut,0
2017-06-19,Connecticut,0
2017-06-26,Connecticut,0
2017-07-03,Connecticut,0
2017-07-10,Connecticut,0
2017-07-17,Connecticut,0
2017-07-24,Connecticut,0
2017-07-31,Connecticut,0
2017-08-07,Connecticut,0
2017-08-14,Connecticut,0
2017-08-21,Connecticut,0
2017-08-28,Connecticut,0
2017-09-04,Connecticut,0
2017-09-11,Connecticut,0
2017-09-18,Connecticut,0
2017-09-25,Connecticut,0
2017-10-02,Connecticut,0
2017-10-09,Connecticut,0
2017-10-16,Connecticut,0
2017-10-23,Connecticut,0
2017-10-30,Connecticut,0
2017-11-06,Connecticut,0
2017-11-13,Connecticut,4
2017-11-20,Connecticut,3
2017-11-27,Connecticut,1
2017-12-04,Connecticut,9
2017-12-11,Connecticut,0
2017-12-18,Connecticut,0
2017-12-25,Connecticut,0
2018-01-01,Connecticut,4
2018-01-08,Connecticut,5
2018-01-15,Connecticut,1
2018-01-22,Connecticut,0
2018-01-29,Connecticut,2
2018-02-05,Connecticut,2
2018-02-12,Connecticut,4
2018-02-19,Connecticut,0
2018-02-26,Connecticut,0
2018-03-05,Connecticut,2
2018-03-12,Connecticut,0
2018-03-19,Connecticut,0
2018-03-26,Connecticut,0
2018-04-02,Connecticut,0
2018-04-09,Connecticut,0
2018-04-16,Connecticut,0
2018-04-23,Connecticut,0
2018-04-30,Connecticut,0
2018-05-07,Connecticut,0
2018-05-14,Connecticut,0
2018-05-21,Connecticut,0
2018-05-28,Connecticut,0
2018-06-04,Connecticut,0
2018-06-11,Connecticut,0
2018-06-18,Connecticut,0
2018-06-25,Connecticut,0
2018-07-02,Connecticut,0
2018-07-09,Connecticut,0
2018-07-16,Connecticut,0
2018-07-23,Connecticut,0
2018-07-30,Connecticut,0
2018-08-06,Connecticut,0
2018-08-13,Connecticut,0
2018-08-20,Connecticut,0
2018-08-27,Connecticut,0
2018-09-03,Connecticut,0
2018-09-10,Connecticut,0
2018-09-17,Connecticut,0
2018-09-24,Connecticut,0
2018-10-01,Connecticut,0
2018-10-08,Connecticut,0
2018-10-15,Connecticut,0
2018-10-22,Connecticut,0
2018-10-29,Connecticut,0
2018-11-05,Connecticut,0
2018-11-12,Connecticut,0
2018-11-19,Connecticut,0
2018-11-26,Connecticut,0
2018-12-03,Connecticut,0
2018-12-10,Connecticut,0
2018-12-17,Connecticut,0
2018-12-24,Connecticut,0
2018-12-31,Connecticut,0
2019-01-07,Connecticut,0
2019-01-14,Connecticut,0
2019-01-21,Connecticut,0
2019-01-28,Connecticut,0
2019-02-04,Connecticut,0
2019-02-11,Connecticut,0
2019-02-18,Connecticut,0
2019-02-25,Connecticut,0
2019-03-04,Connecticut,0
2019-03-11,Connecticut,0
2019-03-18,Connecticut,0
2019-03-25,Connecticut,0
2019-04-01,Connecticut,0
2019-04-08,Connecticut,0
2019-04-15,Connecticut,0
2019-04-22,Connecticut,0
2019-04-29,Connecticut,0
2019-05-06,Connecticut,0
2019-05-13,Connecticut,0
2019-05-20,Connecticut,0
2019-05-27,Connecticut,0
2019-06-03,Connecticut,0
2019-06-10,Connecticut,0
2019-06-17,Connecticut,0
2019-06-24,Connecticut,0
2019-07-01,Connecticut,0
2019-07-08,Connecticut,0
2019-07-15,Connecticut,0
2019-07-22,Connecticut,0
2019-07-29,Connecticut,0
2019-08-05,Connecticut,0
2019-08-12,Connecticut,0
2019-08-19,Connecticut,0
2019-08-26,Connecticut,0
2019-09-02,Connecticut,0
2019-09-09,Connecticut,0
2019-09-16,Connecticut,0
2019-09-23,Connecticut,0
2019-09-30,Connecticut,0
2019-10-07,Connecticut,0
2019-10-14,Connecticut,0
2019-10-21,Connecticut,0
2019-10-28,Connecticut,0
2019-11-04,Connecticut,0
2019-11-11,Connecticut,0
2019-11-18,Connecticut,0
2019-11-25,Connecticut,0
2019-12-02,Connecticut,0
2019-12-09,Connecticut,0
2019-12-16,Connecticut,0
2019-12-23,Connecticut,0
2019-12-30,Connecticut,0
2020-01-06,Connecticut,0
2020-01-13,Connecticut,0
2020-01-20,Connecticut,0
2020-01-27,Connecticut,0
2020-02-03,Connecticut,0
2020-02-10,Connecticut,0
2020-02-17,Connecticut,0
2020-02-24,Connecticut,0
2020-03-02,Connecticut,0
2020-03-09,Connecticut,0
2015-07-06,Florida,0
2015-07-13,Florida,0
2015-07-20,Florida,0
2015-07-27,Florida,0
2015-08-03,Florida,0
2015-08-10,Florida,0
2015-08-17,Florida,0
2015-08-24,Florida,0
2015-08-31,Florida,0
2015-09-07,Florida,0
2015-09-14,Florida,0
2015-09-21,Florida,0
2015-09-28,Florida,0
2015-10-05,Florida,0
2015-10-12,Florida,0
2015-10-19,Florida,0
2015-10-26,Florida,0
2015-11-02,Florida,0
2015-11-09,Florida,0
2015-11-16,Florida,0
2015-11-23,Florida,0
2015-11-30,Florida,0
2015-12-07,Florida,0
2015-12-14,Florida,0
2015-12-21,Florida,0
2015-12-28,Florida,0
2016-01-04,Florida,0
2016-01-11,Florida,0
2016-01-18,Florida,0
2016-01-25,Florida,0
2016-02-01,Florida,0
2016-02-08,Florida,0
2016-02-15,Florida,0
2016-02-22,Florida,0
2016-02-29,Florida,0
2016-03-07,Florida,0
2016-03-14,Florida,0
2016-03-21,Florida,0
2016-03-28,Florida,0
2016-04-04,Florida,0
2016-04-11,Florida,0
2016-04-18,Florida,0
2016-04-25,Florida,0
2016-05-02,Florida,0
2016-05-09,Florida,0
2016-05-16,Florida,0
2016-05-23,Florida,0
2016-05-30,Florida,0
2016-06-06,Florida,0
2016-06-13,Florida,0
2016-06-20,Florida,0
2016-06-27,Florida,0
2016-07-04,Florida,0
2016-07-11,Florida,0
2016-07-18,Florida,0
2016-07-25,Florida,0
2016-08-01,Florida,0
2016-08-08,Florida,0
2016-08-15,Florida,0
2016-08-22,Florida,0
2016-08-29,Florida,0
2016-09-05,Florida,0
2016-09-12,Florida,0
2016-09-19,Florida,0
2016-09-26,Florida,0
2016-10-03,Florida,0
2016-10-10,Florida,0
2016-10-17,Florida,0
2016-10-24,Florida,0
2016-10-31,Florida,0
2016-11-07,Florida,0
2016-11-14,Florida,0
2016-11-21,Florida,8
2016-11-28,Florida,1
2016-12-05,Florida,0
2016-12-12,Florida,4
2016-12-19,Florida,6
2016-12-26,Florida,1
2017-01-02,Florida,9
2017-01-09,Florida,0
2017-01-16,Florida,0
2017-01-23,Florida,0
2017-01-30,Florida,2
2017-02-06,Florida,7
2017-02-13,Florida,1
2017-02-20,Florida,0
2017-02-27,Florida,4
2017-03-06,Florida,1
2017-03-13,Florida,1
2017-03-20,Florida,1
2017-03-27,Florida,2
2017-04-03,Florida,0
2017-04-10,Florida,0
2017-04-17,Florida,0
2017-04-24,Florida,0
2017-05-01,Florida,0
2017-05-08,Florida,0
2017-05-15,Florida,0
2017-05-22,Florida,0
2017-05-29,Florida,0
2017-06-05,Florida,0
2017-06-12,Florida,0
2017-06-19,Florida,0
2017-06-26,Florida,0
2017-07-03,Florida,0
2017-07-10,Florida,0
2017-07-17,Florida,0
2017-07-24,Florida,0
2017-07-31,Florida,0
2017-08-07,Florida,0
2017-08-14,Florida,0
2017-08-21,Florida,0
2017-08-28,Florida,0
2017-09-04,Florida,0
2017-09-11,Florida,0
2017-09-18,Florida,0
2017-09-25,Florida,0
2017-10-02,Florida,0
2017-10-09,Florida,0
2017-10-16,Florida,0
2017-10-23,Florida,0
2017-10-30,Florida,0
2017-11-06,Florida,0
2017-11-13,Florida,2
2017-11-20,Florida,4
2017-11-27,Florida,2
2017-12-04,Florida,0
2017-12-11,Florida,3
2017-12-18,Florida,4
2017-12-25,Florida,0
2018-01-01,Florida,4
2018-01-08,Florida,1
2018-01-15,Florida,0
2018-01-22,Florida,3
2018-01-29,Florida,2
2018-02-05,Florida,0
2018-02-12,Florida,0
2018-02-19,Florida,0
2018-02-26,Florida,2
2018-03-05,Florida,2
2018-03-12,Florida,1
2018-03-19,Florida,0
2018-03-26,Florida,2
2018-04-02,Florida,0
2018-04-09,Florida,0
2018-04-16,Florida,0
2018-04-23,Florida,0
2018-04-30,Florida,0
2018-05-07,Florida,0
2018-05-14,Florida,0
2018-05-21,Florida,0
2018-05-28,Florida,0
2018-06-04,Florida,0
2018-06-11,Florida,0
2018-06-18,Florida,0
2018-06-25,Florida,0
2018-07-02,Florida,0
2018-07-09,Florida,0
2018-07-16,Florida,0
2018-07-23,Florida,0
2018-07-30,Florida,0
2018-08-06,Florida,0
2018-08-13,Florida,0
2018-08-20,Florida,0
2018-08-27,Florida,0
2018-09-03,Florida,0
2018-09-10,Florida,0
2018-09-17,Florida,0
2018-09-24,Florida,0
2018-10-01,Florida,0
2018-10-08,Florida,0
2018-10-15,Florida,0
2018-10-22,Florida,0
2018-10-29,Florida,0
2018-11-05,Florida,2
2018-11-12,Florida,0
2018-11-19,Florida,6
2018-11-26,Florida,2
2018-12-03,Florida,3
2018-12-10,Florida,2
2018-12-17,Florida,0
2018-12-24,Florida,3
2018-12-31,Florida,3
2019-01-07,Florida,1
2019-01-14,Florida,0
2019-01-21,Florida,0
2019-01-28,Florida,0
2019-02-04,Florida,0
2019-02-11,Florida,0
2019-02-18,Florida,0
2019-02-25,Florida,0
2019-03-04,Florida,0
2019-03-11,Florida,0
2019-03-18,Florida,0
2019-03-25,Florida,0
2019-04-01,Florida,0
2019-04-08,Florida,0
2019-04-15,Florida,0
2019-04-22,Florida,0
2019-04-29,Florida,0
2019-05-06,Florida,0
2019-05-13,Florida,0
2019-05-20,Florida,0
2019-05-27,Florida,0
2019-06-03,Florida,0
2019-06-10,Florida,0
2019-06-17,Florida,0
2019-06-24,Florida,0
2019-07-01,Florida,0
2019-07-08,Florida,0
2019-07-15,Florida,0
2019-07-22,Florida,0
2019-07-29,Florida,0
2019-08-05,Florida,0
2019-08-12,Florida,0
2019-08-19,Florida,0
2019-08-26,Florida,0
2019-09-02,Florida,0
2019-09-09,Florida,0
2019-09-16,Florida,0
2019-09-23,Florida,0
2019-09-30,Florida,0
2019-10-07,Florida,0
2019-10-14,Florida,0
2019-10-21,Florida,0
2019-10-28,Florida,1
2019-11-04,Florida,4
2019-11-11,Florida,2
2019-11-18,Florida,1
2019-11-25,Florida,0
2019-12-02,Florida,4
2019-12-09,Florida,4
2019-12-16,Florida,0
2019-12-23,Florida,0
2019-12-30,Florida,1
2020-01-06,Florida,1
2020-01-13,Florida,2
2020-01-20,Florida,0
2020-01-27,Florida,0
2020-02-03,Florida,1
2020-02-10,Florida,0
2020-02-17,Florida,0
2020-02-24,Florida,0
2020-03-02,Florida,1
2020-03-09,Florida,0
2015-07-06,Georgia,0
2015-07-13,Georgia,0
2015-07-20,Georgia,0
2015-07-27,Georgia,0
2015-08-03,Georgia,0
2015-08-10,Georgia,0
2015-08-17,Georgia,0
2015-08-24,Georgia,0
2015-08-31,Georgia,0
2015-09-07,Georgia,0
2015-09-14,Georgia,0
2015-09-21,Georgia,0
2015-09-28,Georgia,0
2015-10-05,Georgia,0
2015-10-12,Georgia,0
2015-10-19,Georgia,0
2015-10-26,Georgia,0
2015-11-02,Georgia,0
2015-11-09,Georgia,0
2015-11-16,Georgia,0
2015-11-23,Georgia,0
2015-11-30,Georgia,0
2015-12-07,Georgia,0
2015-12-14,Georgia,0
2015-12-21,Georgia,0
2015-12-28,Georgia,0
2016-01-04,Georgia,0
2016-01-11,Georgia,0
2016-01-18,Georgia,0
2016-01-25,Georgia,0
2016-02-01,Georgia,0
2016-02-08,Georgia,0
2016-02-15,Georgia,0
2016-02-22,Georgia,0
2016-02-29,Georgia,0
2016-03-07,Georgia,0
2016-03-14,Georgia,0
2016-03-21,Georgia,0
2016-03-28,Georgia,0
2016-04-04,Georgia,0
2016-04-11,Georgia,0
2016-04-18,Georgia,0
2016-04-25,Georgia,0
2016-05-02,Georgia,0
2016-05-09,Georgia,0
2016-05-16,Georgia,0
2016-05-23,Georgia,0
2016-05-30,Georgia,0
2016-06-06,Georgia,0
2016-06-13,Georgia,0
2016-06-20,Georgia,0
2016-06-27,Georgia,0
2016-07-04,Georgia,0
2016-07-11,Georgia,0
2016-07-18,Georgia,0
2016-07-25,Georgia,0
2016-08-01,Georgia,0
2016-08-08,Georgia,0
2016-08-15,Georgia,0
2016-08-22,Georgia,0
2016-08-29,Georgia,0
2016-09-05,Georgia,0
2016-09-12,Georgia,0
2016-09-19,Georgia,0
2016-09-26,Georgia,0
2016-10-03,Georgia,0
2016-10-10,Georgia,0
2016-10-17,Georgia,0
2016-10-24,Georgia,0
2016-10-31,Georgia,2
2016-11-07,Georgia,6
2016-11-14,Georgia,0
2016-11-21,Georgia,0
2016-11-28,Georgia,0
2016-12-05,Georgia,1
2016-12-12,Georgia,1
2016-12-19,Georgia,2
2016-12-26,Georgia,3
2017-01-02,Georgia,1
2017-01-09,Georgia,4
2017-01-16,Georgia,3
2017-01-23,Georgia,1
2017-01-30,Georgia,2
2017-02-06,Georgia,2
2017-02-13,Georgia,2
2017-02-20,Georgia,0
2017-02-27,Georgia,0
2017-03-06,Georgia,0
2017-03-13,Georgia,0
2017-03-20,Georgia,0
2017-03-27,Georgia,0
2017-04-03,Georgia,0
2017-04-10,Georgia,0
2017-04-17,Georgia,0
2017-04-24,Georgia,0
2017-05-01,Georgia,0
2017-05-08,Georgia,0
2017-05-15,Georgia,0
2017-05-22,Georgia,0
2017-05-29,Georgia,0
2017-06-05,Georgia,0
2017-06-12,Georgia,0
2017-06-19,Georgia,0
2017-06-26,Georgia,0
2017-07-03,Georgia,0
2017-07-10,Georgia,0
2017-07-17,Georgia,0
2017-07-24,Georgia,0
2017-07-31,Georgia,0
2017-08-07,Georgia,0
2017-08-14,Georgia,0
2017-08-21,Georgia,0
2017-08-28,Georgia,0
2017-09-04,Georgia,0
2017-09-11,Georgia,0
2017-09-18,Georgia,0
2017-09-25,Georgia,0
2017-10-02,Georgia,0
2017-10-09,Georgia,0
2017-10-16,Georgia,0
2017-10-23,Georgia,0
2017-10-30,Georgia,0
2017-11-06,Georgia,0
2017-11-13,Georgia,0
2017-11-20,Georgia,0
2017-11-27,Georgia,0
2017-12-04,Georgia,1
2017-12-11,Georgia,0
2017-12-18,Georgia,0
2017-12-25,Georgia,0
2018-01-01,Georgia,0
2018-01-08,Georgia,0
2018-01-15,Georgia,0
2018-01-22,Georgia,0
2018-01-29,Georgia,0
2018-02-05,Georgia,0
2018-02-12,Georgia,0
2018-02-19,Georgia,0
2018-02-26,Georgia,0
2018-03-05,Georgia,0
2018-03-12,Georgia,0
2018-03-19,Georgia,0
2018-03-26,Georgia,0
2018-04-02,Georgia,0
2018-04-09,Georgia,0
2018-04-16,Georgia,0
2018-04-23,Georgia,0
2018-04-30,Georgia,0
2018-05-07,Georgia,0
2018-05-14,Georgia,0
2018-05-21,Georgia,0
2018-05-28,Georgia,0
2018-06-04,Georgia,0
2018-06-11,Georgia,0
2018-06-18,Georgia,0
2018-06-25,Georgia,0
2018-07-02,Georgia,0
2018-07-09,Georgia,0
2018-07-16,Georgia,0
2018-07-23,Georgia,0
2018-07-30,Georgia,0
2018-08-06,Georgia,0
2018-08-13,Georgia,0
2018-08-20,Georgia,0
2018-08-27,Georgia,0
2018-09-03,Georgia,0
2018-09-10,Georgia,0
2018-09-17,Georgia,0
2018-09-24,Georgia,0
2018-10-01,Georgia,0
2018-10-08,Georgia,0
2018-10-15,Georgia,0
2018-10-22,Georgia,0
2018-10-29,Georgia,0
2018-11-05,Georgia,0
2018-11-12,Georgia,0
2018-11-19,Georgia,0
2018-11-26,Georgia,0
2018-12-03,Georgia,0
2018-12-10,Georgia,0
2018-12-17,Georgia,0
2018-12-24,Georgia,0
2018-12-31,Georgia,0
2019-01-07,Georgia,0
2019-01-14,Georgia,0
2019-01-21,Georgia,0
2019-01-28,Georgia,0
2019-02-04,Georgia,0
2019-02-11,Georgia,0
2019-02-18,Georgia,0
2019-02-25,Georgia,0
2019-03-04,Georgia,0
2019-03-11,Georgia,0
2019-03-18,Georgia,0
2019-03-25,Georgia,0
2019-04-01,Georgia,0
2019-04-08,Georgia,0
2019-04-15,Georgia,0
2019-04-22,Georgia,0
2019-04-29,Georgia,0
2019-05-06,Georgia,0
2019-05-13,Georgia,0
2019-05-20,Georgia,0
2019-05-27,Georgia,0
2019-06-03,Georgia,0
2019-06-10,Georgia,0
2019-06-17,Georgia,0
2019-06-24,Georgia,0
2019-07-01,Georgia,0
2019-07-08,Georgia,0
2019-07-15,Georgia,0
2019-07-22,Georgia,0
2019-07-29,Georgia,0
2019-08-05,Georgia,0
2019-08-12,Georgia,0
2019-08-19,Georgia,0
2019-08-26,Georgia,0
2019-09-02,Georgia,0
2019-09-09,Georgia,0
2019-09-16,Georgia,0
2019-09-23,Georgia,0
2019-09-30,Georgia,0
2019-10-07,Georgia,0
2019-10-14,Georgia,0
2019-10-21,Georgia,0
2019-10-28,Georgia,0
2019-11-04,Georgia,0
2019-11-11,Georgia,0
2019-11-18,Georgia,0
2019-11-25,Georgia,0
2019-12-02,Georgia,0
2019-12-09,Georgia,0
2019-12-16,Georgia,0
2019-12-23,Georgia,0
2019-12-30,Georgia,0
2020-01-06,Georgia,0
2020-01-13,Georgia,0
2020-01-20,Georgia,0
2020-01-27,Georgia,0
2020-02-03,Georgia,0
2020-02-10,Georgia,0
2020-02-17,Georgia,0
2020-02-24,Georgia,0
2020-03-02,Georgia,0
2020-03-09,Georgia,0
2015-07-06,Hawaii,0
2015-07-13,Hawaii,0
2015-07-20,Hawaii,0
2015-07-27,Hawaii,0
2015-08-03,Hawaii,0
2015-08-10,Hawaii,0
2015-08-17,Hawaii,0
2015-08-24,Hawaii,0
2015-08-31,Hawaii,0
2015-09-07,Hawaii,0
2015-09-14,Hawaii,0
2015-09-21,Hawaii,0
2015-09-28,Hawaii,0
2015-10-05,Hawaii,0
2015-10-12,Hawaii,0
2015-10-19,Hawaii,0
2015-10-26,Hawaii,0
2015-11-02,Hawaii,0
2015-11-09,Hawaii,0
2015-11-16,Hawaii,0
2015-11-23,Hawaii,0
2015-11-30,Hawaii,0
2015-12-07,Hawaii,0
2015-12-14,Hawaii,0
2015-12-21,Hawaii,0
2015-12-28,Hawaii,0
2016-01-04,Hawaii,0
2016-01-11,Hawaii,0
2016-01-18,Hawaii,0
2016-01-25,Hawaii,0
2016-02-01,Hawaii,0
2016-02-08,Hawaii,0
2016-02-15,Hawaii,0
2016-02-22,Hawaii,0
2016-02-29,Hawaii,0
2016-03-07,Hawaii,0
2016-03-14,Hawaii,0
2016-03-21,Hawaii,0
2016-03-28,Hawaii,0
2016-04-04,Hawaii,0
2016-04-11,Hawaii,0
2016-04-18,Hawaii,0
2016-04-25,Hawaii,0
2016-05-02,Hawaii,0
2016-05-09,Hawaii,0
2016-05-16,Hawaii,0
2016-05-23,Hawaii,0
2016-05-30,Hawaii,0
2016-06-06,Hawaii,0
2016-06-13,Hawaii,0
2016-06-20,Hawaii,0
2016-06-27,Hawaii,0
2016-07-04,Hawaii,0
2016-07-11,Hawaii,0
2016-07-18,Hawaii,0
2016-07-25,Hawaii,0
2016-08-01,Hawaii,0
2016-08-08,Hawaii,0
2016-08-15,Hawaii,0
2016-08-22,Hawaii,0
2016-08-29,Hawaii,0
2016-09-05,Hawaii,0
2016-09-12,Hawaii,0
2016-09-19,Hawaii,0
2016-09-26,Hawaii,0
2016-10-03,Hawaii,0
2016-10-10,Hawaii,0
2016-10-17,Hawaii,0
2016-10-24,Hawaii,0
2016-10-31,Hawaii,2
2016-11-07,Hawaii,8
2016-11-14,Hawaii,0
2016-11-21,Hawaii,0
2016-11-28,Hawaii,0
2016-12-05,Hawaii,3
2016-12-12,Hawaii,5
2016-12-19,Hawaii,0
2016-12-26,Hawaii,1
2017-01-02,Hawaii,2
2017-01-09,Hawaii,2
2017-01-16,Hawaii,2
2017-01-23,Hawaii,3
2017-01-30,Hawaii,0
2017-02-06,Hawaii,0
2017-02-13,Hawaii,0
2017-02-20,Hawaii,0
2017-02-27,Hawaii,0
2017-03-06,Hawaii,0
2017-03-13,Hawaii,0
2017-03-20,Hawaii,0
2017-03-27,Hawaii,0
2017-04-03,Hawaii,0
2017-04-10,Hawaii,0
2017-04-17,Hawaii,0
2017-04-24,Hawaii,0
2017-05-01,Hawaii,0
2017-05-08,Hawaii,0
2017-05-15,Hawaii,0
2017-05-22,Hawaii,0
2017-05-29,Hawaii,0
2017-06-05,Hawaii,0
2017-06-12,Hawaii,0
2017-06-19,Hawaii,0
2017-06-26,Hawaii,0
2017-07-03,Hawaii,0
2017-07-10,Hawaii,0
2017-07-17,Hawaii,0
2017-07-24,Hawaii,0
2017-07-31,Hawaii,0
2017-08-07,Hawaii,0
2017-08-14,Hawaii,0
2017-08-21,Hawaii,0
2017-08-28,Hawaii,0
2017-09-04,Hawaii,0
2017-09-11,Hawaii,0
2017-09-18,Hawaii,0
2017-09-25,Hawaii,0
2017-10-02,Hawaii,0
2017-10-09,Hawaii,0
2017-10-16,Hawaii,0
2017-10-23,Hawaii,0
2017-10-30,Hawaii,0
2017-11-06,Hawaii,0
2017-11-13,Hawaii,8
2017-11-20,Hawaii,2
2017-11-27,Hawaii,0
2017-12-04,Hawaii,0
2017-12-11,Hawaii,8
2017-12-18,Hawaii,2
2017-12-25,Hawaii,0
2018-01-01,Hawaii,6
2018-01-08,Hawaii,3
2018-01-15,Hawaii,0
2018-01-22,Hawaii,0
2018-01-29,Hawaii,0
2018-02-05,Hawaii,8
2018-02-12,Hawaii,1
2018-02-19,Hawaii,0
2018-02-26,Hawaii,1
2018-03-05,Hawaii,5
2018-03-12,Hawaii,2
2018-03-19,Hawaii,1
2018-03-26,Hawaii,0
2018-04-02,Hawaii,0
2018-04-09,Hawaii,0
2018-04-16,Hawaii,0
2018-04-23,Hawaii,0
2018-04-30,Hawaii,0
2018-05-07,Hawaii,0
2018-05-14,Hawaii,0
2018-05-21,Hawaii,0
2018-05-28,Hawaii,0
2018-06-04,Hawaii,0
2018-06-11,Hawaii,0
2018-06-18,Hawaii,0
2018-06-25,Hawaii,0
2018-07-02,Hawaii,0
2018-07-09,Hawaii,0
2018-07-16,Hawaii,0
2018-07-23,Hawaii,0
2018-07-30,Hawaii,0
2018-08-06,Hawaii,0
2018-08-13,Hawaii,0
2018-08-20,Hawaii,0
2018-08-27,Hawaii,0
2018-09-03,Hawaii,0
2018-09-10,Hawaii,0
2018-09-17,Hawaii,0
2018-09-24,Hawaii,0
2018-10-01,Hawaii,0
2018-10-08,Hawaii,0
2018-10-15,Hawaii,0
2018-10-22,Hawaii,0
2018-10-29,Hawaii,1
2018-11-05,Hawaii,2
2018-11-12,Hawaii,4
2018-11-19,Hawaii,0
2018-11-26,Hawaii,3
2018-12-03,Hawaii,7
2018-12-10,Hawaii,0
2018-12-17,Hawaii,0
2018-12-24,Hawaii,0
2018-12-31,Hawaii,0
2019-01-07,Hawaii,0
2019-01-14,Hawaii,0
2019-01-21,Hawaii,9
2019-01-28,Hawaii,2
2019-02-04,Hawaii,2
2019-02-11,Hawaii,4
2019-02-18,Hawaii,2
2019-02-25,Hawaii,1
2019-03-04,Hawaii,3
2019-03-11,Hawaii,4
2019-03-18,Hawaii,0
2019-03-25,Hawaii,0
2019-04-01,Hawaii,0
2019-04-08,Hawaii,0
2019-04-15,Hawaii,0
2019-04-22,Hawaii,0
2019-04-29,Hawaii,0
2019-05-06,Hawaii,0
2019-05-13,Hawaii,0
2019-05-20,Hawaii,0
2019-05-27,Hawaii,0
2019-06-03,Hawaii,0
2019-06-10,Hawaii,0
2019-06-17,Hawaii,0
2019-06-24,Hawaii,0
2019-07-01,Hawaii,0
2019-07-08,Hawaii,0
2019-07-15,Hawaii,0
2019-07-22,Hawaii,0
2019-07-29,Hawaii,0
2019-08-05,Hawaii,0
2019-08-12,Hawaii,0
2019-08-19,Hawaii,0
2019-08-26,Hawaii,0
2019-09-02,Hawaii,0
2019-09-09,Hawaii,0
2019-09-16,Hawaii,0
2019-09-23,Hawaii,0
2019-09-30,Hawaii,0
2019-10-07,Hawaii,0
2019-10-14,Hawaii,0
2019-10-21,Hawaii,0
2019-10-28,Hawaii,5
2019-11-04,Hawaii,5
2019-11-11,Hawaii,0
2019-11-18,Hawaii,0
2019-11-25,Hawaii,0
2019-12-02,Hawaii,3
2019-12-09,Hawaii,4
2019-12-16,Hawaii,1
2019-12-23,Hawaii,1
2019-12-30,Hawaii,1
2020-01-06,Hawaii,5
2020-01-13,Hawaii,1
2020-01-20,Hawaii,1
2020-01-27,Hawaii,0
2020-02-03,Hawaii,3
2020-02-10,Hawaii,1
2020-02-17,Hawaii,3
2020-02-24,Hawaii,2
2020-03-02,Hawaii,0
2020-03-09,Hawaii,3
2015-07-06,Idaho,0
2015-07-13,Idaho,0
2015-07-20,Idaho,0
2015-07-27,Idaho,0
2015-08-03,Idaho,0
2015-08-10,Idaho,0
2015-08-17,Idaho,0
2015-08-24,Idaho,0
2015-08-31,Idaho,0
2015-09-07,Idaho,0
2015-09-14,Idaho,0
2015-09-21,Idaho,0
2015-09-28,Idaho,0
2015-10-05,Idaho,0
2015-10-12,Idaho,0
2015-10-19,Idaho,0
2015-10-26,Idaho,0
2015-11-02,Idaho,0
2015-11-09,Idaho,0
2015-11-16,Idaho,0
2015-11-23,Idaho,0
2015-11-30,Idaho,0
2015-12-07,Idaho,0
2015-12-14,Idaho,0
2015-12-21,Idaho,0
2015-12-28,Idaho,0
2016-01-04,Idaho,0
2016-01-11,Idaho,0
2016-01-18,Idaho,0
2016-01-25,Idaho,0
2016-02-01,Idaho,0
2016-02-08,Idaho,0
2016-02-15,Idaho,0
2016-02-22,Idaho,0
2016-02-29,Idaho,0
2016-03-07,Idaho,0
2016-03-14,Idaho,0
2016-03-21,Idaho,0
2016-03-28,Idaho,0
2016-04-04,Idaho,0
2016-04-11,Idaho,0
2016-04-18,Idaho,0
2016-04-25,Idaho,0
2016-05-02,Idaho,0
2016-05-09,Idaho,0
2016-05-16,Idaho,0
2016-05-23,Idaho,0
2016-05-30,Idaho,0
2016-06-06,Idaho,0
2016-06-13,Idaho,0
2016-06-20,Idaho,0
2016-06-27,Idaho,0
2016-07-04,Idaho,0
2016-07-11,Idaho,0
2016-07-18,Idaho,0
