Date_Only,Station,PM2.5(㎍/㎥),PM10(㎍/㎥),PM10_minus_PM2.5,Temperature(℃),Relative_Humidity(%),Air_Pressure(hpa),Wind_Speed(m/s),Log_PM2.5,Log_PM10_minus_PM2.5
2021-01-27,Sihwa_Industrial complex,46.47708333333333,56.91375,10.436666666666666,3.9075,79.29583333333333,1020.2466666666666,0.8298373186613791,3.8602471384808346,2.4368245682022485
2021-01-28,Sihwa_Industrial complex,34.45625,47.186458333333334,12.730208333333332,-0.15041666666666634,65.73625,1019.6031249999999,1.6592421752341509,3.56829954209274,2.6195983932505835
2021-01-29,Sihwa_Industrial complex,22.43541666666667,37.45916666666667,15.02375,-4.208333333333333,52.17666666666667,1018.9595833333332,2.4886470318069223,3.1542484108908893,2.7740719966442073
2021-01-30,Sihwa_Industrial complex,20.857083333333332,40.40958333333333,19.5525,-6.107083333333333,43.52375,1025.5683333333334,1.3453644486897665,3.084525049021867,3.0229825880441514
2021-01-31,Sihwa_Industrial complex,66.7775,101.65958333333332,34.882083333333334,-0.1395833333333333,75.69041666666666,1025.8229166666667,0.6002840638189332,4.216230281462083,3.580238099421711
2021-02-01,Sihwa_Industrial complex,41.17375,65.94875,24.775,6.7683333333333335,61.86208333333334,1022.2525,0.9461500966625064,3.7417979895814244,3.2494050299030235
2021-02-02,Sihwa_Industrial complex,54.501666666666665,71.21916666666667,16.7175,2.3433333333333333,71.25458333333334,1017.9245833333332,1.433055032308378,4.0164130503315265,2.874552851702274
2021-02-03,Sihwa_Industrial complex,45.343333333333334,60.230555555555554,14.887222222222224,0.6005555555555556,63.72083333333334,1020.7333333333332,1.2331022426242948,3.8360774485133424,2.7655151523169166
2021-02-04,Sihwa_Industrial complex,36.185,49.24194444444444,13.056944444444445,-1.142222222222222,56.18708333333334,1023.5420833333332,1.0331494529402114,3.6159054541552638,2.6431165401788004
2021-02-05,Sihwa_Industrial complex,27.026666666666667,38.25333333333333,11.226666666666668,-2.885,48.653333333333336,1026.3508333333332,0.8331966632561283,3.333156437900586,2.5036193587201545
2021-02-06,Sihwa_Industrial complex,28.605416666666667,37.700833333333335,9.095416666666669,3.057916666666667,69.35791666666667,1017.99875,1.104725625480719,3.3879573400838767,2.3120815254713922
2021-02-07,Sihwa_Industrial complex,77.24125,92.96583333333332,15.724583333333332,6.480416666666667,85.02708333333334,1015.2120833333332,0.9198377115685452,4.359797002081557,2.816879692898781
2021-02-08,Sihwa_Industrial complex,42.326249999999995,51.80708333333334,9.480833333333337,0.8654166666666666,64.545,1022.64875,1.3782997035974685,3.768758686887718,2.3495481922710644
2021-02-09,Sihwa_Industrial complex,21.714583333333337,33.155,11.440416666666666,-2.42,41.96625,1028.625,1.455687179142326,3.123007155804445,2.520950580855156
2021-02-10,Sihwa_Industrial complex,30.623333333333335,40.82,10.196666666666664,0.0745833333333333,55.51958333333334,1026.9054166666667,0.5439909776408391,3.453895244736676,2.4156161149560913
2021-02-11,Sihwa_Industrial complex,42.16708333333333,51.625416666666666,9.458333333333334,3.5050000000000003,80.58291666666666,1024.4266666666667,0.6377570143956892,3.76507824493455,2.347399108783838
2021-02-12,Sihwa_Industrial complex,90.98875,105.57541666666668,14.586666666666664,3.6675,79.19375000000001,1024.2116666666666,0.3890101729323281,4.5216662869632165,2.746415847935758
2021-02-13,Sihwa_Industrial complex,105.74041666666666,119.83916666666666,14.09875,4.094166666666666,76.76583333333333,1024.45875,0.3553151740994272,4.670399874464478,2.714611958937351
2021-02-14,Sihwa_Industrial complex,98.15875,109.19541666666667,11.036666666666669,4.542083333333333,79.42875,1022.0995833333332,0.3741968681480812,4.596722101198063,2.487957546621257
2021-02-15,Sihwa_Industrial complex,71.48736111111111,84.21236111111111,12.725000000000001,1.3938888888888887,70.73888888888888,1020.2466666666666,0.8648716012236397,4.283412217161559,2.6192189873955942
2021-02-16,Sihwa_Industrial complex,44.815972222222214,59.229305555555555,14.413333333333334,-1.754305555555556,62.04902777777777,1018.39375,1.3555463342991982,3.8246327688014783,2.7352329356960126
2021-02-17,Sihwa_Industrial complex,18.144583333333333,34.246249999999996,16.101666666666667,-4.9025,53.35916666666666,1016.5408333333334,1.8462210673747568,2.9520198209595088,2.839175924646063
2021-02-18,Sihwa_Industrial complex,18.891666666666666,41.18666666666667,22.295,-7.504166666666666,45.80875,1019.1591666666668,2.4691413642920756,2.990300883556784,3.14823874526876
2021-02-19,Sihwa_Industrial complex,26.3225,63.92124999999999,37.59875,-3.671666666666667,47.82791666666666,1021.82,1.1630704354936374,3.3077105385686916,3.653219892526742
2021-02-20,Sihwa_Industrial complex,45.03375,60.77125,15.7375,4.155,73.415,1013.1691666666668,1.2548719812762177,3.829374823118193,2.817651711017291
2021-02-21,Sihwa_Industrial complex,80.17541666666666,102.43125,22.25583333333333,7.516249999999999,67.59750000000001,1009.6333333333332,0.5741098080989089,4.3966124509189655,3.1465559966215606
2021-02-22,Sihwa_Industrial complex,48.994166666666665,62.30625,13.312083333333334,10.614166666666668,68.49791666666667,1009.1254166666666,0.9838029064232708,3.9119063319553944,2.66110416880918
2021-02-23,Sihwa_Industrial complex,37.69541666666667,73.81916666666666,36.12375,4.7675,53.939166666666665,1017.9754166666668,1.5647840958413413,3.655721160636193,3.614256926522345
2021-02-24,Sihwa_Industrial complex,28.785833333333333,74.08708333333333,45.30125,0.5125000000000001,33.997083333333336,1025.73125,1.4023778197355965,3.3940328889781135,3.8351689585679263
2021-02-25,Sihwa_Industrial complex,49.99458333333333,88.39166666666667,38.397083333333335,2.025416666666666,48.94541666666667,1024.253333333333,0.4980491865394676,3.9317194179334076,3.6736917864909913
2021-02-26,Sihwa_Industrial complex,60.52041666666667,102.95375,42.43333333333333,4.8308333333333335,39.630833333333335,1022.5733333333332,0.4283763464227915,4.119369098039646,3.7712271954626897
2021-02-27,Sihwa_Industrial complex,23.308333333333337,40.85875,17.550416666666667,9.020833333333334,31.293333333333333,1023.7933333333334,0.7293958706320928,3.1908192270856754,2.920492250616096
2021-02-28,Sihwa_Industrial complex,17.765833333333333,26.16208333333333,8.39625,9.022916666666667,44.21416666666667,1027.5620833333337,1.4821400907298774,2.932037840518248,2.2403106735095415
2021-03-01,Sihwa_Industrial complex,12.79,17.133333333333333,4.343333333333334,6.356666666666667,67.03041666666668,1020.8497916666669,1.519717921307684,2.6239436918052106,1.675849677953352
2021-03-02,Sihwa_Industrial complex,7.814166666666666,8.104583333333332,0.2904166666666667,3.690416666666667,89.84666666666668,1014.1375,1.5572957518854904,2.176360275551961,0.2549651636371658
2021-03-03,Sihwa_Industrial complex,24.243333333333336,30.624583333333337,6.3812500000000005,2.4187499999999997,72.68416666666667,1026.6583333333333,0.7074460036751469,3.228562094457622,1.9989430009635354
2021-03-04,Sihwa_Industrial complex,61.46208333333333,77.59833333333334,16.13625,4.562916666666667,66.33875,1027.3558333333333,0.6189680883359125,4.134559705979006,2.841196102767973
2021-03-05,Sihwa_Industrial complex,43.80875,58.38166666666667,14.572916666666666,7.495,65.54208333333334,1022.06,0.6197749681800441,3.8024034328499363,2.7455332943569504
2021-03-06,Sihwa_Industrial complex,44.86041666666667,55.33083333333334,10.470416666666669,7.69625,76.74833333333333,1021.4341666666668,0.8912046418055956,3.8256023630113947,2.4397712571307126
2021-03-07,Sihwa_Industrial complex,27.394166666666667,35.18958333333333,7.795416666666667,6.9558333333333335,62.105,1027.1179166666666,1.0546947839901226,3.3461837250088515,2.1742307524700335
2021-03-08,Sihwa_Industrial complex,32.736666666666665,40.38791666666666,7.65125,5.164166666666667,74.39041666666667,1027.1854166666667,0.6485346818108978,3.5185852775327002,2.157703819173936
2021-03-09,Sihwa_Industrial complex,54.16166666666666,67.21291666666666,13.05125,4.747916666666667,74.92458333333333,1026.015,0.6892434528701242,4.010268267600371,2.6427113597938696
2021-03-10,Sihwa_Industrial complex,57.08375,69.71916666666667,12.63541666666667,5.2325,73.22125,1025.90375,0.6966539743622583,4.0618859345479414,2.6126705744420637
2021-03-11,Sihwa_Industrial complex,105.53291666666668,125.44708333333334,19.914166666666667,6.9925,70.73791666666666,1027.746666666667,0.5035431272874762,4.6684540140774375,3.04042676028812
2021-03-12,Sihwa_Industrial complex,106.96166666666666,127.69208333333334,20.730416666666667,9.067916666666669,58.93875,1023.9766666666666,0.5248764933908884,4.681776225847117,3.0787129688045547
2021-03-13,Sihwa_Industrial complex,60.025416666666665,76.52208333333333,16.496666666666666,9.854583333333332,61.97208333333333,1021.44,0.7098829107663013,4.111290444058527,2.862010386596099
2021-03-14,Sihwa_Industrial complex,58.52791666666667,69.76291666666667,11.235,7.592083333333334,72.27458333333334,1020.4933333333332,0.7284630175691839,4.086445390192534,2.504300696894635
2021-03-15,Sihwa_Industrial complex,62.45008333333334,83.11383333333333,20.663749999999997,8.175916666666668,69.45025000000001,1020.1491666666666,0.7308657299060958,4.150253507529642,3.075640356781448
2021-03-16,Sihwa_Industrial complex,66.37225000000001,96.46475000000001,30.092499999999998,8.75975,66.62591666666667,1019.805,0.7332684422430078,4.210233212069622,3.436966632545759
2021-03-17,Sihwa_Industrial complex,70.29441666666666,109.81566666666667,39.521249999999995,9.343583333333333,63.80158333333334,1019.4608333333333,0.7356711545799197,4.266818016733665,3.7018265278681377
2021-03-18,Sihwa_Industrial complex,74.21658333333333,123.16658333333335,48.949999999999996,9.927416666666668,60.977250000000005,1019.1166666666667,0.7380738669168317,4.320371729693806,3.9110225050945626
2021-03-19,Sihwa_Industrial complex,78.13875,136.5175,58.37875,10.51125,58.15291666666667,1018.7725,0.7404765792537437,4.371202641038503,4.083936418255166
2021-03-20,Sihwa_Industrial complex,65.29020833333334,97.10166666666667,31.81145833333333,8.763125,72.45854166666668,1015.6579166666668,0.9525361328983566,4.194042199004937,3.4907777938161804
2021-03-21,Sihwa_Industrial complex,52.44166666666666,57.685833333333335,5.244166666666666,7.015000000000001,86.76416666666667,1012.5433333333334,1.1645956865429696,3.978590716366817,1.831647694588219
2021-03-22,Sihwa_Industrial complex,32.55291666666667,43.70708333333334,11.154166666666669,5.670833333333333,61.72083333333333,1016.8754166666666,1.9228547939606424,3.51312379456207,2.49767204652573
2021-03-23,Sihwa_Industrial complex,45.286249999999995,66.25583333333334,20.969583333333336,6.124583333333334,72.53791666666667,1020.5075,1.3439004928717988,3.834844940744111,3.089658920961025
2021-03-24,Sihwa_Industrial complex,60.31625,94.43041666666666,34.11416666666667,9.2325,68.75375,1019.9054166666666,1.296148427585054,4.116044897534769,3.5586046577806654
2021-03-25,Sihwa_Industrial complex,36.84458333333333,56.91875,20.074166666666667,10.5675,67.78750000000001,1019.7283333333334,0.8205279255401415,3.6334878608797623,3.0480479617854606
2021-03-26,Sihwa_Industrial complex,56.78625,70.86916666666666,14.082916666666664,7.975833333333333,85.16250000000001,1021.49125,1.002167922349645,4.056750858104834,2.7135627567868745
2021-03-27,Sihwa_Industrial complex,56.52701388888889,72.74499999999999,16.21798611111111,8.837291666666665,79.37243055555557,1020.2985416666667,0.9228527681114874,4.052254644241946,2.845954541586065
2021-03-28,Sihwa_Industrial complex,56.26777777777778,74.62083333333332,18.353055555555553,9.698749999999999,73.58236111111111,1019.1058333333334,0.8435376138733299,4.04773812309972,2.962850316857175
2021-03-29,Sihwa_Industrial complex,56.008541666666666,76.49666666666666,20.488125,10.560208333333332,67.79229166666667,1017.913125,0.7642224596351724,4.04320111040876,3.0675004569642597
2021-03-30,Sihwa_Industrial complex,55.74930555555555,78.3725,22.623194444444444,11.421666666666665,62.00222222222223,1016.7204166666667,0.6849073053970149,4.03864341938013,3.162229044827238
2021-03-31,Sihwa_Industrial complex,55.490069444444444,80.24833333333333,24.75826388888889,12.283124999999998,56.21215277777778,1015.5277083333334,0.6055921511588575,4.034064860659206,3.248755503347299
2021-04-01,Sihwa_Industrial complex,55.23083333333333,82.12416666666667,26.893333333333334,13.144583333333332,50.42208333333334,1014.335,0.5262769969207,4.029465242278472,3.328387711648503
2021-04-02,Sihwa_Industrial complex,20.182916666666667,50.392500000000005,30.20958333333333,18.073333333333338,24.690833333333337,1018.4933333333332,1.891337186883203,3.053195039222371,3.440725205771697
2021-04-03,Sihwa_Industrial complex,17.311944444444446,39.08763888888889,21.775694444444444,15.879444444444447,36.29527777777778,1018.2298611111111,1.5343603649129618,2.9075535488123547,3.1256939342045214
2021-04-04,Sihwa_Industrial complex,14.440972222222223,27.78277777777778,13.341805555555556,13.685555555555558,47.899722222222216,1017.9663888888888,1.1773835429427206,2.7370245103747504,2.6631787376746794
2021-04-05,Sihwa_Industrial complex,11.57,16.47791666666667,4.907916666666667,11.491666666666667,59.50416666666666,1017.7029166666666,0.8204067209724794,2.531313022602156,1.776293259401521
2021-04-06,Sihwa_Industrial complex,29.92,39.833333333333336,9.913333333333334,11.16875,58.39958333333333,1021.2575,0.7285180145154756,3.4314032237192214,2.3899852832748794
2021-04-07,Sihwa_Industrial complex,61.56125,75.95708333333333,14.395833333333334,10.915416666666667,66.43083333333333,1019.9129166666668,0.8541336186816516,4.136146076855856,2.7340969100403107
2021-04-08,Sihwa_Industrial complex,50.77125,68.42333333333333,17.652083333333334,11.745,59.736250000000005,1018.52625,0.8414577769046891,3.9468349758801895,2.9259578467322194
2021-04-09,Sihwa_Industrial complex,25.592916666666667,45.525,19.932083333333335,11.680833333333332,47.115833333333335,1019.1741666666668,1.05680538316781,3.280644889599165,3.0412830696473327
2021-04-10,Sihwa_Industrial complex,25.947083333333335,37.305,11.357916666666666,13.114166666666668,43.126666666666665,1025.8583333333331,1.117182335789148,3.2938750663900214,2.5142968833458355
2021-04-11,Sihwa_Industrial complex,36.785,47.79,11.005,11.194166666666666,62.97958333333333,1030.3245833333333,0.7921157564754905,3.631912198472683,2.4853232296732166
2021-04-12,Sihwa_Industrial complex,31.491944444444442,40.596944444444446,9.105,10.315972222222221,63.331111111111106,1025.3374999999999,1.1210305293411182,3.480992195364657,2.3130303508555845
2021-04-13,Sihwa_Industrial complex,26.19888888888889,33.40388888888889,7.205000000000001,9.437777777777779,63.68263888888889,1020.3504166666665,1.449945302206746,3.3031761227943783,2.1047437245420544
2021-04-14,Sihwa_Industrial complex,20.905833333333337,26.210833333333337,5.305000000000001,8.559583333333334,64.03416666666666,1015.3633333333332,1.7788600750723738,3.086752963606992,1.841342969416883
2021-04-15,Sihwa_Industrial complex,26.044583333333335,34.85583333333333,8.81125,8.653333333333334,64.57416666666667,1019.3291666666668,1.1825856239650514,3.2974867387833138,2.2835296864588863
2021-04-16,Sihwa_Industrial complex,25.80152777777778,43.84222222222222,18.040694444444444,9.020694444444446,63.77902777777778,1017.6683333333334,1.3313661172813638,3.288458892525494,2.9465785016206008
2021-04-17,Sihwa_Industrial complex,25.558472222222225,52.82861111111111,27.270138888888887,9.388055555555557,62.98388888888889,1016.0075000000002,1.480146610597676,3.279348801200112,3.3418060846360866
2021-04-18,Sihwa_Industrial complex,25.315416666666668,61.815,36.499583333333334,9.755416666666669,62.18875,1014.3466666666668,1.6289271039139883,3.2701549524887366,3.624329821803525
2021-04-19,Sihwa_Industrial complex,32.77625,45.694583333333334,12.918333333333331,9.425,67.42791666666666,1016.6508333333333,1.0897390066771506,3.5197578927839253,2.633206915937083
2021-04-20,Sihwa_Industrial complex,41.69291666666667,60.79958333333334,19.106666666666666,11.687083333333334,70.73416666666667,1017.7916666666666,0.9217196131793344,3.7540330204474284,3.001051435031591
2021-04-21,Sihwa_Industrial complex,44.90958333333333,65.63208333333334,20.7225,13.424166666666666,61.05291666666667,1021.2070833333332,0.6043258661156442,3.8266738824920727,3.078348589731224
2021-04-22,Sihwa_Industrial complex,65.06833333333334,95.9775,30.909166666666668,18.660416666666663,42.62166666666666,1020.45,0.6858528281292631,4.190689559952972,3.462893324833718
2021-04-23,Sihwa_Industrial complex,46.46541666666667,71.52041666666666,25.055000000000003,20.487083333333334,38.108333333333334,1017.9166666666666,0.8530612692205292,3.86000137569335,3.260209688361178
2021-04-24,Sihwa_Industrial complex,14.97875,30.221666666666664,15.242916666666666,20.01,29.6075,1018.69,1.2102372294801185,2.7712597145000943,2.787656916308945
2021-04-25,Sihwa_Industrial complex,25.959999999999997,35.196666666666665,9.236666666666666,15.458333333333334,61.66875,1018.9816666666668,0.5504507103599579,3.2943542860441064,2.3259760457846212
2021-04-26,Sihwa_Industrial complex,17.36,28.180000000000003,10.82,17.473333333333333,49.00416666666666,1019.1354166666666,0.8604654497904112,2.9101743851923443,2.469793011977952
2021-04-27,Sihwa_Industrial complex,18.47625,28.482380952380954,10.006130952380953,16.617440476190477,52.723035714285714,1018.96375,0.842195126861643,2.9691957745494273,2.3984524768387216
2021-04-28,Sihwa_Industrial complex,19.592499999999998,28.784761904761908,9.192261904761905,15.761547619047619,56.44190476190476,1018.7920833333333,0.8239248039328748,3.0249269318332668,2.3216287955916663
2021-04-29,Sihwa_Industrial complex,20.70875,29.087142857142858,8.378392857142858,14.905654761904762,60.16077380952381,1018.6204166666666,0.8056544810041066,3.077715405079187,2.2384084111466467
2021-04-30,Sihwa_Industrial complex,21.825,29.389523809523812,7.56452380952381,14.049761904761905,63.87964285714286,1018.44875,0.7873841580753383,3.1278564264810322,2.147628532977003
2021-05-01,Sihwa_Industrial complex,22.94125,29.691904761904762,6.750654761904762,13.193869047619048,67.5985119047619,1018.2770833333334,0.7691138351465702,3.175602912634734,2.0477773252036306
2021-05-02,Sihwa_Industrial complex,24.057499999999997,29.994285714285716,5.9367857142857146,12.33797619047619,71.31738095238096,1018.1054166666667,0.750843512217802,3.2211731839168842,1.9368385136688375
2021-05-03,Sihwa_Industrial complex,25.17375,30.296666666666667,5.122916666666667,11.482083333333334,75.03625000000001,1017.93375,0.7325731892890338,3.2647570001243893,1.8120385625169808
2021-05-04,Sihwa_Industrial complex,26.5,31.650208333333335,5.1502083333333335,13.053333333333333,81.83375000000001,1012.4420833333334,0.7454436179789867,3.3141860046725258,1.8164859565834235
2021-05-05,Sihwa_Industrial complex,27.82625,33.003750000000004,5.177499999999999,14.624583333333334,88.63125000000001,1006.9504166666668,0.7583140466689398,3.3612864303493146,1.820913658880628
2021-05-06,Sihwa_Industrial complex,30.889166666666668,70.34166666666667,39.4525,12.33875,65.05083333333333,1015.10375,1.0461458259564522,3.462266349186857,3.700128446291826
2021-05-07,Sihwa_Industrial complex,28.469916666666666,60.687583333333336,32.217666666666666,12.367249999999999,68.39683333333333,1014.7198333333333,0.9554156738206044,3.383369969011186,3.503081862906327
2021-05-08,Sihwa_Industrial complex,26.050666666666668,51.033500000000004,24.982833333333335,12.39575,71.74283333333334,1014.3359166666667,0.8646855216847565,3.297711650706596,3.257436063545971
2021-05-09,Sihwa_Industrial complex,23.631416666666667,41.37941666666667,17.748,12.424249999999999,75.08883333333333,1013.9519999999999,0.7739553695489088,3.204022728410415,2.93108708006046
2021-05-10,Sihwa_Industrial complex,21.21216666666667,31.72533333333334,10.513166666666669,12.45275,78.43483333333333,1013.5680833333332,0.683225217413061,3.100640186802798,2.443491307975755
2021-05-11,Sihwa_Industrial complex,18.792916666666667,22.071250000000003,3.2783333333333338,12.48125,81.78083333333333,1013.1841666666666,0.5924950652772131,2.9853241295870565,1.4535635256549941
2021-05-12,Sihwa_Industrial complex,11.05,18.68166666666667,7.631666666666667,20.157083333333333,33.97541666666667,1012.3883333333332,1.245940549604753,2.489064659936664,2.155437611207745
2021-05-13,Sihwa_Industrial complex,35.52583333333333,47.66,12.134166666666667,19.8775,52.79333333333333,1011.09625,0.5059958653832209,3.5980197727997214,2.5752169773994495
2021-05-14,Sihwa_Industrial complex,49.02583333333334,60.8875,11.861666666666666,20.07125,68.1825,1011.2908333333334,0.4959005891806731,3.9125395386685464,2.5542513112414564
2021-05-15,Sihwa_Industrial complex,44.433437500000004,54.54010416666667,10.106666666666667,18.653125,74.50125,1010.5308333333334,0.46617153742756545,3.8162483427683593,2.4075455286305325
2021-05-16,Sihwa_Industrial complex,39.84104166666667,48.192708333333336,8.351666666666667,17.235,80.82,1009.7708333333334,0.43644248567445787,3.7096874990110216,2.2355545805348256
2021-05-17,Sihwa_Industrial complex,35.248645833333335,41.845312500000006,6.596666666666667,15.816875,87.13875,1009.0108333333334,0.40671343392135023,3.59040202428108,2.027709554589483
2021-05-18,Sihwa_Industrial complex,30.65625,35.49791666666667,4.841666666666667,14.39875,93.4575,1008.2508333333334,0.3769843821682426,3.4549356014489567,1.765016144252544
2021-05-19,Sihwa_Industrial complex,34.757083333333334,41.53916666666667,6.7820833333333335,16.33875,77.4175,1010.7225,0.5014609607944643,3.576748384711966,2.05182408297757
2021-05-20,Sihwa_Industrial complex,30.32541666666667,35.9375,5.6120833333333335,15.919027777777778,81.17666666666666,1009.8420833333333,0.5210067139316291,3.4444298021036186,1.8888987832268054
2021-05-21,Sihwa_Industrial complex,25.89375,30.335833333333333,4.442083333333334,15.499305555555557,84.93583333333333,1008.9616666666666,0.540552467068794,3.2918939176047726,1.6941619532414842
2021-05-22,Sihwa_Industrial complex,21.462083333333336,24.734166666666667,3.2720833333333332,15.079583333333334,88.695,1008.08125,0.5600982202059588,3.1118287025033924,1.4521016083340543
2021-05-23,Sihwa_Industrial complex,33.13166666666667,36.56666666666667,3.4350000000000005,17.0125,74.99458333333332,1011.13,0.4702893430616265,3.530225594620166,1.489527615761543
2021-05-24,Sihwa_Industrial complex,35.18625,43.40041666666667,8.214166666666667,16.281805555555554,76.44916666666666,1010.088888888889,0.6506395614053903,3.5886792124222797,2.22074215476631
2021-05-25,Sihwa_Industrial complex,37.240833333333335,50.23416666666667,12.993333333333334,15.551111111111112,77.90375,1009.0477777777778,0.8309897797491539,3.6439038801354333,2.638581025724377
2021-05-26,Sihwa_Industrial complex,39.29541666666667,57.06791666666667,17.7725,14.820416666666668,79.35833333333333,1008.0066666666668,1.0113399980929176,3.6962377321291844,2.932393032991902
2021-05-27,Sihwa_Industrial complex,38.18083333333333,52.111111111111114,13.930277777777778,14.973055555555558,81.53944444444444,1005.47,0.98749441153739,3.6681876816453185,2.7033912167214766
2021-05-28,Sihwa_Industrial complex,37.066250000000004,47.15430555555555,10.088055555555556,15.125694444444445,83.72055555555555,1002.9333333333334,0.9636488249818624,3.6393280627846134,2.4058684528566725
2021-05-29,Sihwa_Industrial complex,35.95166666666667,42.1975,6.245833333333333,15.278333333333334,85.90166666666666,1000.3966666666666,0.9398032384263348,3.6096107523760637,1.9804265910122916
2021-05-30,Sihwa_Industrial complex,36.5525,43.795298913043474,7.164266304347826,16.6709375,82.09645833333333,1003.714375,0.8283136318828157,3.6257399538900725,2.0997668637624662
2021-05-31,Sihwa_Industrial complex,37.153333333333336,45.39309782608695,8.082699275362318,18.063541666666666,78.29124999999999,1007.0320833333333,0.7168240253392966,3.6416131283128466,2.2063714254574247
